id,code,ingredient,qty_kg,received_at,expiry,status,supplier_id
B_BATCH0223,BATCH-0223,Rice,255.6,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S008
B_BATCH0224,BATCH-0224,Coriander,278.7,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S004
B_BATCH0225,BATCH-0225,Wheat Flour,397.7,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S002
B_BATCH0226,BATCH-0226,Turmeric,170.2,2026-09-10T00:00:00,2026-09-30T00:00:00,MONITORING,S006
B_BATCH0227,BATCH-0227,Wheat Flour,426.9,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S012
B_BATCH0228,BATCH-0228,Garam Masala,439.4,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S011
B_BATCH0229,BATCH-0229,Lentils,199.6,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S008
B_BATCH0230,BATCH-0230,Garam Masala,469.8,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S007
B_BATCH0231,BATCH-0231,Rice,307.3,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S012
B_BATCH0232,BATCH-0232,Chicken,193.2,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S007
B_BATCH0233,BATCH-0233,Oil,494.8,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S007
B_BATCH0234,BATCH-0234,Onions,272.9,2026-09-10T00:00:00,2026-09-30T00:00:00,MONITORING,S011
B_BATCH0235,BATCH-0235,Coriander,199.4,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S009
B_BATCH0236,BATCH-0236,Tomatoes,286.7,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S008
B_BATCH0237,BATCH-0237,Onions,234.5,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S012
B_BATCH0238,BATCH-0238,Tomatoes,261.3,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S003
B_BATCH0239,BATCH-0239,Coriander,361.7,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S006
B_BATCH0240,BATCH-0240,Ghee,436.7,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S006
B_BATCH0241,BATCH-0241,Ghee,373.4,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S006
B_BATCH0242,BATCH-0242,Chicken,327.9,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S009
B_BATCH0243,BATCH-0243,Wheat Flour,498.8,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S011
B_BATCH0244,BATCH-0244,Tomatoes,392.2,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S007
B_BATCH0245,BATCH-0245,Garam Masala,124.9,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S002
B_BATCH0246,BATCH-0246,Chicken,196.0,2026-09-10T00:00:00,2026-09-30T00:00:00,MONITORING,S001
B_BATCH0247,BATCH-0247,Lentils,243.8,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S006
B_BATCH0248,BATCH-0248,Coriander,356.8,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S007
B_BATCH0249,BATCH-0249,Tomatoes,324.3,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S003
B_BATCH0250,BATCH-0250,Rice,274.0,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S011
B_BATCH0251,BATCH-0251,Garam Masala,337.1,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S004
B_BATCH0252,BATCH-0252,Chicken,454.5,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S011
B_BATCH0253,BATCH-0253,Ghee,296.0,2026-09-10T00:00:00,2026-09-30T00:00:00,MONITORING,S005
B_BATCH0254,BATCH-0254,Coriander,184.6,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S006
B_BATCH0255,BATCH-0255,Wheat Flour,255.6,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S012
B_BATCH0256,BATCH-0256,Garam Masala,98.0,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S007
B_BATCH0257,BATCH-0257,Coriander,183.1,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S006
B_BATCH0258,BATCH-0258,Ghee,228.1,2026-09-10T00:00:00,2026-09-30T00:00:00,MONITORING,S001
B_BATCH0259,BATCH-0259,Cardamom,488.1,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S011
B_BATCH0260,BATCH-0260,Garam Masala,424.8,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S012
B_BATCH0261,BATCH-0261,Coriander,410.9,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S004
B_BATCH0262,BATCH-0262,Coriander,162.8,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S004
B_BATCH0263,BATCH-0263,Ghee,427.3,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S011
B_BATCH0264,BATCH-0264,Ghee,67.7,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S011
B_BATCH0265,BATCH-0265,Coriander,214.2,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S001
B_BATCH0266,BATCH-0266,Lentils,386.4,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S005
B_BATCH0267,BATCH-0267,Turmeric,444.4,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S003
B_BATCH0268,BATCH-0268,Wheat Flour,423.7,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S009
B_BATCH0269,BATCH-0269,Wheat Flour,386.0,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S008
B_BATCH0270,BATCH-0270,Garam Masala,483.3,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S002
B_BATCH0271,BATCH-0271,Ghee,375.9,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S004
B_BATCH0272,BATCH-0272,Lentils,90.6,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S009
B_BATCH0273,BATCH-0273,Turmeric,105.6,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S005
B_BATCH0274,BATCH-0274,Ghee,168.0,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S012
B_BATCH0275,BATCH-0275,Lentils,98.8,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S011
B_BATCH0276,BATCH-0276,Coriander,447.9,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S001
B_BATCH0277,BATCH-0277,Rice,341.4,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S010
B_BATCH0278,BATCH-0278,Cardamom,186.0,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S008
B_BATCH0279,BATCH-0279,Chicken,475.8,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S003
B_BATCH0280,BATCH-0280,Tomatoes,93.7,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S008
B_BATCH0281,BATCH-0281,Oil,254.1,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S003
B_BATCH0282,BATCH-0282,Cardamom,475.7,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S012
B_BATCH0283,BATCH-0283,Cardamom,119.5,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S012
B_BATCH0284,BATCH-0284,Garam Masala,327.0,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S002
B_BATCH0285,BATCH-0285,Chicken,360.6,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S005
B_BATCH0286,BATCH-0286,Rice,435.0,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S008
B_BATCH0287,BATCH-0287,Lentils,295.0,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S011
B_BATCH0288,BATCH-0288,Chicken,229.2,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S006
B_BATCH0289,BATCH-0289,Garam Masala,91.3,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S002
B_BATCH0290,BATCH-0290,Coriander,487.0,2026-09-10T00:00:00,2026-09-30T00:00:00,MONITORING,S011
B_BATCH0291,BATCH-0291,Rice,495.0,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S006
B_BATCH0292,BATCH-0292,Tomatoes,423.4,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S004
B_BATCH0293,BATCH-0293,Rice,415.9,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S010
B_BATCH0294,BATCH-0294,Coriander,51.3,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S003
B_BATCH0295,BATCH-0295,Onions,293.1,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S003
B_BATCH0296,BATCH-0296,Ghee,439.9,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S002
B_BATCH0297,BATCH-0297,Rice,315.0,2026-09-10T00:00:00,2026-09-30T00:00:00,MONITORING,S006
B_BATCH0298,BATCH-0298,Chicken,107.0,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S005
B_BATCH0299,BATCH-0299,Cardamom,78.6,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S002
B_BATCH0300,BATCH-0300,Turmeric,317.1,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S006
B_BATCH0301,BATCH-0301,Coriander,69.5,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S004
B_BATCH0302,BATCH-0302,Turmeric,185.7,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S011
B_BATCH0303,BATCH-0303,Chicken,499.4,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S001
B_BATCH0304,BATCH-0304,Ghee,98.6,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S007
B_BATCH0305,BATCH-0305,Tomatoes,454.7,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S008
B_BATCH0306,BATCH-0306,Tomatoes,106.8,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S003
B_BATCH0307,BATCH-0307,Turmeric,370.5,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S010
B_BATCH0308,BATCH-0308,Turmeric,182.7,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S010
B_BATCH0309,BATCH-0309,Tomatoes,406.9,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S007
B_BATCH0310,BATCH-0310,Ghee,445.0,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S011
B_BATCH0311,BATCH-0311,Oil,253.2,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S004
B_BATCH0312,BATCH-0312,Garam Masala,229.4,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S006
B_BATCH0313,BATCH-0313,Oil,190.6,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S006
B_BATCH0314,BATCH-0314,Ghee,465.3,2026-09-10T00:00:00,2026-09-30T00:00:00,MONITORING,S003
B_BATCH0315,BATCH-0315,Tomatoes,244.3,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S002
B_BATCH0316,BATCH-0316,Onions,300.4,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S006
B_BATCH0317,BATCH-0317,Turmeric,198.3,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S009
B_BATCH0318,BATCH-0318,Ghee,473.5,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S006
B_BATCH0319,BATCH-0319,Chicken,485.8,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S012
B_BATCH0320,BATCH-0320,Tomatoes,310.1,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S006
B_BATCH0321,BATCH-0321,Garam Masala,150.9,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S011
B_BATCH0322,BATCH-0322,Lentils,101.7,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S009
B_BATCH0323,BATCH-0323,Oil,430.3,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S004
B_BATCH0324,BATCH-0324,Coriander,353.7,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S010
B_BATCH0325,BATCH-0325,Ghee,423.3,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S010
B_BATCH0326,BATCH-0326,Wheat Flour,366.2,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S003
B_BATCH0327,BATCH-0327,Lentils,52.7,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S006
B_BATCH0328,BATCH-0328,Ghee,230.4,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S010
B_BATCH0329,BATCH-0329,Chicken,91.3,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S011
B_BATCH0330,BATCH-0330,Oil,254.1,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S007
B_BATCH0331,BATCH-0331,Cardamom,196.0,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S005
B_BATCH0332,BATCH-0332,Tomatoes,447.5,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S010
B_BATCH0333,BATCH-0333,Chicken,353.3,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S010
B_BATCH0334,BATCH-0334,Oil,268.5,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S011
B_BATCH0335,BATCH-0335,Rice,389.7,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S005
B_BATCH0336,BATCH-0336,Tomatoes,177.5,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S007
B_BATCH0337,BATCH-0337,Turmeric,350.2,2026-09-10T00:00:00,2026-09-30T00:00:00,MONITORING,S008
B_BATCH0338,BATCH-0338,Coriander,74.7,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S007
B_BATCH0339,BATCH-0339,Onions,393.9,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S004
B_BATCH0340,BATCH-0340,Chicken,273.8,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S002
B_BATCH0341,BATCH-0341,Oil,289.7,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S003
B_BATCH0342,BATCH-0342,Ghee,412.8,2026-09-10T00:00:00,2026-09-30T00:00:00,MONITORING,S009
B_BATCH0343,BATCH-0343,Chicken,246.3,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S012
B_BATCH0344,BATCH-0344,Lentils,309.1,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S002
B_BATCH0345,BATCH-0345,Ghee,238.0,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S012
B_BATCH0346,BATCH-0346,Lentils,127.3,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S001
B_BATCH0347,BATCH-0347,Cardamom,463.9,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S008
B_BATCH0348,BATCH-0348,Rice,246.1,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S002
B_BATCH0349,BATCH-0349,Oil,441.7,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S002
B_BATCH0350,BATCH-0350,Lentils,400.6,2026-09-10T00:00:00,2026-09-30T00:00:00,MONITORING,S004
B_BATCH0351,BATCH-0351,Tomatoes,288.8,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S011
B_BATCH0352,BATCH-0352,Lentils,377.3,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S006
B_BATCH0353,BATCH-0353,Rice,96.3,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S003
B_BATCH0354,BATCH-0354,Coriander,118.8,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S003
B_BATCH0355,BATCH-0355,Onions,478.1,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S002
B_BATCH0356,BATCH-0356,Coriander,391.9,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S008
B_BATCH0357,BATCH-0357,Ghee,335.9,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S010
B_BATCH0358,BATCH-0358,Lentils,117.9,2026-09-10T00:00:00,2026-09-30T00:00:00,MONITORING,S011
B_BATCH0359,BATCH-0359,Ghee,186.3,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S008
B_BATCH0360,BATCH-0360,Lentils,278.3,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S001
B_BATCH0361,BATCH-0361,Chicken,75.6,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S008
B_BATCH0362,BATCH-0362,Ghee,438.9,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S002
B_BATCH0363,BATCH-0363,Coriander,278.2,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S010
B_BATCH0364,BATCH-0364,Cardamom,453.1,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S009
B_BATCH0365,BATCH-0365,Ghee,134.7,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S010
B_BATCH0366,BATCH-0366,Onions,481.0,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S009
B_BATCH0367,BATCH-0367,Cardamom,87.9,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S006
B_BATCH0368,BATCH-0368,Rice,368.4,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S001
B_BATCH0369,BATCH-0369,Turmeric,324.4,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S009
B_BATCH0370,BATCH-0370,Oil,233.9,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S005
B_BATCH0371,BATCH-0371,Chicken,405.2,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S010
B_BATCH0372,BATCH-0372,Lentils,92.5,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S002
B_BATCH0373,BATCH-0373,Wheat Flour,375.7,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S005
B_BATCH0374,BATCH-0374,Onions,200.0,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S010
B_BATCH0375,BATCH-0375,Lentils,189.6,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S003
B_BATCH0376,BATCH-0376,Oil,108.0,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S011
B_BATCH0377,BATCH-0377,Wheat Flour,301.5,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S002
B_BATCH0378,BATCH-0378,Onions,351.6,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S006
B_BATCH0379,BATCH-0379,Ghee,460.6,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S012
B_BATCH0380,BATCH-0380,Oil,278.8,2026-09-10T00:00:00,2026-09-30T00:00:00,MONITORING,S011
B_BATCH0381,BATCH-0381,Onions,478.0,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S005
B_BATCH0382,BATCH-0382,Rice,151.9,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S008
B_BATCH0383,BATCH-0383,Wheat Flour,430.0,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S002
B_BATCH0384,BATCH-0384,Cardamom,447.7,2026-09-10T00:00:00,2026-09-30T00:00:00,MONITORING,S009
B_BATCH0385,BATCH-0385,Coriander,109.0,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S006
B_BATCH0386,BATCH-0386,Onions,424.1,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S003
B_BATCH0387,BATCH-0387,Cardamom,247.0,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S003
B_BATCH0388,BATCH-0388,Cardamom,156.9,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S011
B_BATCH0389,BATCH-0389,Cardamom,402.7,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S005
B_BATCH0390,BATCH-0390,Wheat Flour,484.5,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S004
B_BATCH0391,BATCH-0391,Lentils,355.2,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S004
B_BATCH0392,BATCH-0392,Garam Masala,396.2,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S008
B_BATCH0393,BATCH-0393,Turmeric,238.4,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S009
B_BATCH0394,BATCH-0394,Coriander,112.3,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S004
B_BATCH0395,BATCH-0395,Garam Masala,443.4,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S011
B_BATCH0396,BATCH-0396,Cardamom,430.7,2026-09-10T00:00:00,2026-09-30T00:00:00,NORMAL,S002
