id,batch_id,kitchen_id
PL_BULK_0608,B_BATCH0324,K001
PL_BULK_0609,B_BATCH0357,K006
PL_BULK_0610,B_BATCH0040,K016
PL_BULK_0611,B_BATCH0220,K021
PL_BULK_0612,B_BATCH0167,K019
PL_BULK_0613,B_BATCH0046,K017
PL_BULK_0614,B_BATCH0019,K008
PL_BULK_0615,B_BATCH0106,K023
PL_BULK_0616,B_BATCH0288,K016
PL_BULK_0617,B_BATCH0136,K002
PL_BULK_0618,B_BATCH0036,K022
PL_BULK_0619,B_BATCH0141,K018
PL_BULK_0620,B_BATCH0286,K022
PL_BULK_0621,B_BATCH0014,K006
PL_BULK_0622,B_BATCH0159,K001
PL_BULK_0623,B_BATCH0104,K019
PL_BULK_0624,B_BATCH0071,K025
PL_BULK_0625,B_BATCH0362,K013
PL_BULK_0626,B_BATCH0037,K010
PL_BULK_0627,B_BATCH0081,K019
PL_BULK_0628,B_BATCH0121,K019
PL_BULK_0629,B_BATCH0197,K022
PL_BULK_0630,B_BATCH0274,K011
PL_BULK_0631,B_BATCH0194,K025
PL_BULK_0632,B_BATCH0376,K005
PL_BULK_0633,B_BATCH0350,K024
PL_BULK_0634,B_BATCH0038,K017
PL_BULK_0635,B_BATCH0379,K012
PL_BULK_0636,B_BATCH0025,K004
PL_BULK_0637,B_BATCH0221,K008
PL_BULK_0638,B_BATCH0036,K011
PL_BULK_0639,B_BATCH0307,K025
PL_BULK_0640,B_BATCH0312,K020
PL_BULK_0641,B_BATCH0201,K025
PL_BULK_0642,B_BATCH0165,K001
PL_BULK_0643,B_BATCH0322,K009
PL_BULK_0644,B_BATCH0228,K016
PL_BULK_0645,B_BATCH0114,K012
PL_BULK_0646,B_BATCH0281,K013
PL_BULK_0647,B_BATCH0219,K006
PL_BULK_0648,B_BATCH0346,K019
PL_BULK_0649,B_BATCH0336,K013
PL_BULK_0650,B_BATCH0041,K025
PL_BULK_0651,B_BATCH0314,K010
PL_BULK_0652,B_BATCH0124,K023
PL_BULK_0653,B_BATCH0035,K003
PL_BULK_0654,B_BATCH0135,K005
PL_BULK_0655,B_BATCH0192,K023
PL_BULK_0656,B_BATCH0322,K005
PL_BULK_0657,B_BATCH0376,K013
PL_BULK_0658,B_BATCH0160,K012
PL_BULK_0659,B_BATCH0052,K003
PL_BULK_0660,B_BATCH0000,K010
PL_BULK_0661,B_BATCH0225,K012
PL_BULK_0662,B_BATCH0387,K009
PL_BULK_0663,B_BATCH0050,K005
PL_BULK_0664,B_BATCH0042,K006
PL_BULK_0665,B_BATCH0218,K015
PL_BULK_0666,B_BATCH0283,K018
PL_BULK_0667,B_BATCH0260,K014
PL_BULK_0668,B_BATCH0050,K001
PL_BULK_0669,B_BATCH0043,K012
PL_BULK_0670,B_BATCH0281,K003
PL_BULK_0671,B_BATCH0303,K020
PL_BULK_0672,B_BATCH0164,K013
PL_BULK_0673,B_BATCH0004,K010
PL_BULK_0674,B_BATCH0209,K013
PL_BULK_0675,B_BATCH0396,K003
PL_BULK_0676,B_BATCH0369,K018
PL_BULK_0677,B_BATCH0122,K019
PL_BULK_0678,B_BATCH0264,K006
PL_BULK_0679,B_BATCH0348,K013
PL_BULK_0680,B_BATCH0084,K005
PL_BULK_0681,B_BATCH0135,K010
PL_BULK_0682,B_BATCH0135,K016
PL_BULK_0683,B_BATCH0072,K003
PL_BULK_0684,B_BATCH0083,K014
PL_BULK_0685,B_BATCH0139,K014
PL_BULK_0686,B_BATCH0151,K016
PL_BULK_0687,B_BATCH0037,K012
PL_BULK_0688,B_BATCH0126,K008
PL_BULK_0689,B_BATCH0367,K021
PL_BULK_0690,B_BATCH0251,K020
PL_BULK_0691,B_BATCH0313,K007
PL_BULK_0692,B_BATCH0232,K004
PL_BULK_0693,B_BATCH0067,K010
PL_BULK_0694,B_BATCH0001,K013
PL_BULK_0695,B_BATCH0168,K020
PL_BULK_0696,B_BATCH0192,K011
PL_BULK_0697,B_BATCH0223,K011
PL_BULK_0698,B_BATCH0218,K021
PL_BULK_0699,B_BATCH0302,K005
PL_BULK_0700,B_BATCH0151,K011
PL_BULK_0701,B_BATCH0306,K023
PL_BULK_0702,B_BATCH0100,K016
PL_BULK_0703,B_BATCH0158,K006
PL_BULK_0704,B_BATCH0201,K011
PL_BULK_0705,B_BATCH0147,K024
PL_BULK_0706,B_BATCH0353,K021
PL_BULK_0707,B_BATCH0249,K019
PL_BULK_0708,B_BATCH0122,K011
PL_BULK_0709,B_BATCH0190,K009
PL_BULK_0710,B_BATCH0199,K012
PL_BULK_0711,B_BATCH0056,K019
PL_BULK_0712,B_BATCH0100,K019
PL_BULK_0713,B_BATCH0277,K006
PL_BULK_0714,B_BATCH0347,K025
PL_BULK_0715,B_BATCH0279,K001
PL_BULK_0716,B_BATCH0370,K015
PL_BULK_0717,B_BATCH0360,K007
PL_BULK_0718,B_BATCH0222,K010
PL_BULK_0719,B_BATCH0352,K003
PL_BULK_0720,B_BATCH0207,K022
PL_BULK_0721,B_BATCH0253,K005
PL_BULK_0722,B_BATCH0322,K010
PL_BULK_0723,B_BATCH0121,K009
PL_BULK_0724,B_BATCH0335,K005
PL_BULK_0725,B_BATCH0364,K014
PL_BULK_0726,B_BATCH0191,K003
PL_BULK_0727,B_BATCH0227,K020
PL_BULK_0728,B_BATCH0243,K019
PL_BULK_0729,B_BATCH0203,K018
PL_BULK_0730,B_BATCH0257,K023
PL_BULK_0731,B_BATCH0212,K018
PL_BULK_0732,B_BATCH0016,K012
PL_BULK_0733,B_BATCH0357,K018
PL_BULK_0734,B_BATCH0302,K021
PL_BULK_0735,B_BATCH0041,K004
PL_BULK_0736,B_BATCH0391,K008
PL_BULK_0737,B_BATCH0334,K022
PL_BULK_0738,B_BATCH0179,K006
PL_BULK_0739,B_BATCH0329,K020
PL_BULK_0740,B_BATCH0020,K019
PL_BULK_0741,B_BATCH0328,K022
PL_BULK_0742,B_BATCH0329,K013
PL_BULK_0743,B_BATCH0383,K011
PL_BULK_0744,B_BATCH0218,K004
PL_BULK_0745,B_BATCH0003,K004
PL_BULK_0746,B_BATCH0130,K008
PL_BULK_0747,B_BATCH0259,K024
PL_BULK_0748,B_BATCH0263,K018
PL_BULK_0749,B_BATCH0295,K023
PL_BULK_0750,B_BATCH0292,K008
PL_BULK_0751,B_BATCH0226,K012
PL_BULK_0752,B_BATCH0198,K015
PL_BULK_0753,B_BATCH0393,K022
PL_BULK_0754,B_BATCH0299,K023
PL_BULK_0755,B_BATCH0254,K005
PL_BULK_0756,B_BATCH0174,K001
PL_BULK_0757,B_BATCH0245,K004
PL_BULK_0758,B_BATCH0149,K014
PL_BULK_0759,B_BATCH0041,K004
PL_BULK_0760,B_BATCH0371,K005
PL_BULK_0761,B_BATCH0176,K010
PL_BULK_0762,B_BATCH0173,K015
PL_BULK_0763,B_BATCH0103,K017
PL_BULK_0764,B_BATCH0245,K012
PL_BULK_0765,B_BATCH0241,K004
PL_BULK_0766,B_BATCH0222,K024
PL_BULK_0767,B_BATCH0354,K015
PL_BULK_0768,B_BATCH0161,K003
PL_BULK_0769,B_BATCH0151,K002
PL_BULK_0770,B_BATCH0361,K004
PL_BULK_0771,B_BATCH0009,K011
PL_BULK_0772,B_BATCH0329,K004
PL_BULK_0773,B_BATCH0344,K006
PL_BULK_0774,B_BATCH0377,K008
PL_BULK_0775,B_BATCH0262,K006
PL_BULK_0776,B_BATCH0280,K006
PL_BULK_0777,B_BATCH0167,K018
PL_BULK_0778,B_BATCH0216,K015
PL_BULK_0779,B_BATCH0116,K013
PL_BULK_0780,B_BATCH0320,K006
PL_BULK_0781,B_BATCH0093,K021
PL_BULK_0782,B_BATCH0334,K014
PL_BULK_0783,B_BATCH0200,K001
PL_BULK_0784,B_BATCH0375,K020
PL_BULK_0785,B_BATCH0099,K015
PL_BULK_0786,B_BATCH0301,K014
PL_BULK_0787,B_BATCH0197,K001
PL_BULK_0788,B_BATCH0358,K007
PL_BULK_0789,B_BATCH0103,K009
PL_BULK_0790,B_BATCH0383,K023
PL_BULK_0791,B_BATCH0030,K019
PL_BULK_0792,B_BATCH0050,K018
PL_BULK_0793,B_BATCH0093,K012
PL_BULK_0794,B_BATCH0164,K007
PL_BULK_0795,B_BATCH0232,K004
PL_BULK_0796,B_BATCH0132,K022
PL_BULK_0797,B_BATCH0248,K017
PL_BULK_0798,B_BATCH0325,K011
PL_BULK_0799,B_BATCH0303,K013
PL_BULK_0800,B_BATCH0310,K013
PL_BULK_0801,B_BATCH0298,K004
PL_BULK_0802,B_BATCH0176,K012
PL_BULK_0803,B_BATCH0232,K020
PL_BULK_0804,B_BATCH0086,K022
PL_BULK_0805,B_BATCH0359,K010
PL_BULK_0806,B_BATCH0312,K019
PL_BULK_0807,B_BATCH0041,K022
PL_BULK_0808,B_BATCH0066,K011
PL_BULK_0809,B_BATCH0058,K008
PL_BULK_0810,B_BATCH0154,K004
PL_BULK_0811,B_BATCH0091,K012
PL_BULK_0812,B_BATCH0353,K005
PL_BULK_0813,B_BATCH0259,K013
PL_BULK_0814,B_BATCH0212,K020
PL_BULK_0815,B_BATCH0068,K019
PL_BULK_0816,B_BATCH0194,K014
PL_BULK_0817,B_BATCH0093,K016
PL_BULK_0818,B_BATCH0323,K018
PL_BULK_0819,B_BATCH0353,K021
PL_BULK_0820,B_BATCH0086,K018
PL_BULK_0821,B_BATCH0083,K016
PL_BULK_0822,B_BATCH0145,K005
PL_BULK_0823,B_BATCH0093,K011
PL_BULK_0824,B_BATCH0228,K020
PL_BULK_0825,B_BATCH0025,K012
PL_BULK_0826,B_BATCH0002,K016
PL_BULK_0827,B_BATCH0067,K007
PL_BULK_0828,B_BATCH0194,K018
PL_BULK_0829,B_BATCH0256,K021
PL_BULK_0830,B_BATCH0251,K014
PL_BULK_0831,B_BATCH0348,K016
PL_BULK_0832,B_BATCH0210,K023
PL_BULK_0833,B_BATCH0225,K016
PL_BULK_0834,B_BATCH0083,K003
PL_BULK_0835,B_BATCH0287,K001
PL_BULK_0836,B_BATCH0387,K008
PL_BULK_0837,B_BATCH0147,K002
PL_BULK_0838,B_BATCH0138,K008
PL_BULK_0839,B_BATCH0273,K010
PL_BULK_0840,B_BATCH0084,K025
PL_BULK_0841,B_BATCH0232,K019
PL_BULK_0842,B_BATCH0378,K025
PL_BULK_0843,B_BATCH0390,K016
PL_BULK_0844,B_BATCH0279,K017
PL_BULK_0845,B_BATCH0055,K019
PL_BULK_0846,B_BATCH0056,K009
PL_BULK_0847,B_BATCH0394,K018
PL_BULK_0848,B_BATCH0185,K018
PL_BULK_0849,B_BATCH0385,K002
PL_BULK_0850,B_BATCH0387,K024
PL_BULK_0851,B_BATCH0223,K018
PL_BULK_0852,B_BATCH0109,K014
PL_BULK_0853,B_BATCH0050,K024
PL_BULK_0854,B_BATCH0332,K025
PL_BULK_0855,B_BATCH0124,K010
PL_BULK_0856,B_BATCH0014,K015
PL_BULK_0857,B_BATCH0132,K012
PL_BULK_0858,B_BATCH0042,K015
PL_BULK_0859,B_BATCH0058,K025
PL_BULK_0860,B_BATCH0119,K007
PL_BULK_0861,B_BATCH0375,K019
PL_BULK_0862,B_BATCH0350,K012
PL_BULK_0863,B_BATCH0361,K020
PL_BULK_0864,B_BATCH0321,K014
PL_BULK_0865,B_BATCH0082,K020
PL_BULK_0866,B_BATCH0069,K007
PL_BULK_0867,B_BATCH0103,K002
PL_BULK_0868,B_BATCH0289,K012
PL_BULK_0869,B_BATCH0270,K009
PL_BULK_0870,B_BATCH0303,K018
PL_BULK_0871,B_BATCH0084,K011
PL_BULK_0872,B_BATCH0358,K010
PL_BULK_0873,B_BATCH0146,K019
PL_BULK_0874,B_BATCH0134,K017
PL_BULK_0875,B_BATCH0345,K004
PL_BULK_0876,B_BATCH0067,K025
PL_BULK_0877,B_BATCH0208,K002
PL_BULK_0878,B_BATCH0139,K021
PL_BULK_0879,B_BATCH0062,K023
PL_BULK_0880,B_BATCH0065,K008
PL_BULK_0881,B_BATCH0072,K023
PL_BULK_0882,B_BATCH0162,K008
PL_BULK_0883,B_BATCH0387,K022
PL_BULK_0884,B_BATCH0199,K016
PL_BULK_0885,B_BATCH0070,K019
PL_BULK_0886,B_BATCH0321,K009
PL_BULK_0887,B_BATCH0319,K014
PL_BULK_0888,B_BATCH0190,K015
PL_BULK_0889,B_BATCH0036,K021
PL_BULK_0890,B_BATCH0391,K003
PL_BULK_0891,B_BATCH0204,K017
PL_BULK_0892,B_BATCH0381,K009
PL_BULK_0893,B_BATCH0353,K012
PL_BULK_0894,B_BATCH0230,K016
PL_BULK_0895,B_BATCH0165,K019
PL_BULK_0896,B_MILK774,K025
PL_BULK_0897,B_BATCH0373,K003
PL_BULK_0898,B_BATCH0372,K015
PL_BULK_0899,B_BATCH0323,K022
PL_BULK_0900,B_BATCH0355,K012
PL_BULK_0901,B_BATCH0030,K018
PL_BULK_0902,B_BATCH0201,K007
PL_BULK_0903,B_BATCH0217,K007
PL_BULK_0904,B_BATCH0251,K009
PL_BULK_0905,B_BATCH0163,K010
PL_BULK_0906,B_BATCH0170,K018
PL_BULK_0907,B_BATCH0293,K005
PL_BULK_0908,B_BATCH0287,K016
PL_BULK_0909,B_BATCH0173,K022
PL_BULK_0910,B_BATCH0388,K002
PL_BULK_0911,B_BATCH0021,K004
PL_BULK_0912,B_BATCH0318,K015
PL_BULK_0913,B_BATCH0006,K004
PL_BULK_0914,B_BATCH0078,K015
PL_BULK_0915,B_BATCH0231,K001
PL_BULK_0916,B_BATCH0217,K007
PL_BULK_0917,B_BATCH0350,K005
PL_BULK_0918,B_BATCH0330,K010
PL_BULK_0919,B_BATCH0079,K009
PL_BULK_0920,B_BATCH0045,K021
PL_BULK_0921,B_BATCH0182,K009
PL_BULK_0922,B_BATCH0040,K012
PL_BULK_0923,B_BATCH0338,K021
PL_BULK_0924,B_BATCH0082,K002
PL_BULK_0925,B_BATCH0200,K021
PL_BULK_0926,B_BATCH0154,K024
PL_BULK_0927,B_BATCH0356,K025
PL_BULK_0928,B_BATCH0117,K014
PL_BULK_0929,B_BATCH0333,K003
PL_BULK_0930,B_BATCH0358,K004
PL_BULK_0931,B_VEG9182,K007
PL_BULK_0932,B_BATCH0242,K003
PL_BULK_0933,B_BATCH0065,K019
PL_BULK_0934,B_BATCH0113,K017
PL_BULK_0935,B_BATCH0346,K015
PL_BULK_0936,B_BATCH0002,K001
PL_BULK_0937,B_BATCH0354,K011
PL_BULK_0938,B_BATCH0059,K014
PL_BULK_0939,B_BATCH0353,K005
PL_BULK_0940,B_BATCH0242,K003
PL_BULK_0941,B_BATCH0115,K013
PL_BULK_0942,B_BATCH0043,K024
PL_BULK_0943,B_BATCH0050,K004
PL_BULK_0944,B_BATCH0158,K012
PL_BULK_0945,B_BATCH0151,K005
PL_BULK_0946,B_BATCH0193,K025
PL_BULK_0947,B_BATCH0383,K005
PL_BULK_0948,B_BATCH0326,K022
PL_BULK_0949,B_BATCH0071,K003
PL_BULK_0950,B_BATCH0269,K019
PL_BULK_0951,B_BATCH0002,K020
PL_BULK_0952,B_BATCH0330,K006
PL_BULK_0953,B_BATCH0223,K012
PL_BULK_0954,B_BATCH0367,K007
PL_BULK_0955,B_BATCH0319,K024
PL_BULK_0956,B_BATCH0075,K014
PL_BULK_0957,B_BATCH0313,K022
PL_BULK_0958,B_BATCH0224,K007
PL_BULK_0959,B_BATCH0042,K004
PL_BULK_0960,B_BATCH0069,K025
PL_BULK_0961,B_BATCH0061,K019
PL_BULK_0962,B_BATCH0371,K013
PL_BULK_0963,B_BATCH0177,K014
PL_BULK_0964,B_BATCH0159,K005
PL_BULK_0965,B_BATCH0124,K009
PL_BULK_0966,B_BATCH0328,K003
PL_BULK_0967,B_BATCH0125,K018
PL_BULK_0968,B_BATCH0305,K020
PL_BULK_0969,B_BATCH0367,K020
PL_BULK_0970,B_BATCH0143,K025
PL_BULK_0971,B_BATCH0351,K001
PL_BULK_0972,B_BATCH0335,K010
PL_BULK_0973,B_BATCH0103,K017
PL_BULK_0974,B_BATCH0308,K017
PL_BULK_0975,B_BATCH0094,K024
PL_BULK_0976,B_BATCH0198,K010
PL_BULK_0977,B_BATCH0328,K002
PL_BULK_0978,B_BATCH0120,K016
PL_BULK_0979,B_BATCH0195,K004
PL_BULK_0980,B_BATCH0121,K016
PL_BULK_0981,B_BATCH0324,K020
PL_BULK_0982,B_BATCH0034,K017
PL_BULK_0983,B_BATCH0004,K012
PL_BULK_0984,B_BATCH0160,K005
PL_BULK_0985,B_BATCH0196,K019
PL_BULK_0986,B_BATCH0213,K012
PL_BULK_0987,B_BATCH0277,K022
PL_BULK_0988,B_BATCH0086,K025
PL_BULK_0989,B_BATCH0239,K025
PL_BULK_0990,B_BATCH0035,K001
PL_BULK_0991,B_BATCH0298,K003
PL_BULK_0992,B_BATCH0005,K009
PL_BULK_0993,B_BATCH0108,K002
PL_BULK_0994,B_BATCH0028,K013
PL_BULK_0995,B_BATCH0257,K010
PL_BULK_0996,B_BATCH0319,K023
PL_BULK_0997,B_BATCH0254,K025
PL_BULK_0998,B_BATCH0210,K014
PL_BULK_0999,B_BATCH0357,K013
PL_BULK_1000,B_BATCH0040,K021
PL_BULK_1001,B_BATCH0272,K018
PL_BULK_1002,B_BATCH0313,K005
PL_BULK_1003,B_BATCH0140,K003
PL_BULK_1004,B_BATCH0156,K003
PL_BULK_1005,B_BATCH0259,K007
PL_BULK_1006,B_BATCH0077,K018
PL_BULK_1007,B_BATCH0165,K013
PL_BULK_1008,B_BATCH0298,K021
PL_BULK_1009,B_BATCH0388,K021
PL_BULK_1010,B_BATCH0346,K021
PL_BULK_1011,B_BATCH0031,K010
PL_BULK_1012,B_BATCH0355,K014
PL_BULK_1013,B_BATCH0371,K008
PL_BULK_1014,B_BATCH0027,K008
PL_BULK_1015,B_BATCH0042,K014
PL_BULK_1016,B_BATCH0057,K015
PL_BULK_1017,B_BATCH0311,K020
PL_BULK_1018,B_BATCH0026,K010
PL_BULK_1019,B_BATCH0339,K024
PL_BULK_1020,B_BATCH0334,K024
PL_BULK_1021,B_BATCH0087,K004
PL_BULK_1022,B_BATCH0004,K023
PL_BULK_1023,B_BATCH0068,K023
PL_BULK_1024,B_BATCH0003,K006
PL_BULK_1025,B_BATCH0252,K012
PL_BULK_1026,B_BATCH0265,K017
PL_BULK_1027,B_BATCH0367,K009
PL_BULK_1028,B_BATCH0083,K012
PL_BULK_1029,B_BATCH0062,K024
PL_BULK_1030,B_BATCH0135,K024
PL_BULK_1031,B_BATCH0058,K025
PL_BULK_1032,B_BATCH0013,K011
PL_BULK_1033,B_BATCH0217,K009
PL_BULK_1034,B_BATCH0266,K003
PL_BULK_1035,B_BATCH0132,K023
PL_BULK_1036,B_BATCH0293,K021
PL_BULK_1037,B_BATCH0037,K016
PL_BULK_1038,B_BATCH0231,K017
PL_BULK_1039,B_BATCH0182,K002
PL_BULK_1040,B_BATCH0253,K019
PL_BULK_1041,B_BATCH0083,K012
PL_BULK_1042,B_BATCH0078,K009
PL_BULK_1043,B_BATCH0393,K004
PL_BULK_1044,B_BATCH0291,K022
PL_BULK_1045,B_BATCH0368,K004
PL_BULK_1046,B_BATCH0114,K024
PL_BULK_1047,B_BATCH0258,K001
PL_BULK_1048,B_BATCH0020,K001
PL_BULK_1049,B_BATCH0123,K002
PL_BULK_1050,B_BATCH0239,K012
PL_BULK_1051,B_BATCH0194,K005
PL_BULK_1052,B_BATCH0089,K002
PL_BULK_1053,B_BATCH0281,K023
PL_BULK_1054,B_BATCH0377,K021
PL_BULK_1055,B_BATCH0212,K008
PL_BULK_1056,B_BATCH0162,K008
PL_BULK_1057,B_BATCH0211,K024
PL_BULK_1058,B_BATCH0161,K009
PL_BULK_1059,B_BATCH0037,K019
PL_BULK_1060,B_BATCH0188,K004
PL_BULK_1061,B_BATCH0255,K022
PL_BULK_1062,B_BATCH0024,K006
PL_BULK_1063,B_BATCH0112,K017
PL_BULK_1064,B_BATCH0021,K013
PL_BULK_1065,B_BATCH0033,K015
PL_BULK_1066,B_BATCH0142,K025
PL_BULK_1067,B_BATCH0157,K011
PL_BULK_1068,B_BATCH0042,K018
PL_BULK_1069,B_BATCH0231,K001
PL_BULK_1070,B_BATCH0186,K007
PL_BULK_1071,B_BATCH0147,K019
PL_BULK_1072,B_BATCH0153,K024
PL_BULK_1073,B_BATCH0316,K008
PL_BULK_1074,B_BATCH0235,K012
PL_BULK_1075,B_BATCH0300,K016
PL_BULK_1076,B_BATCH0393,K025
PL_BULK_1077,B_BATCH0098,K024
PL_BULK_1078,B_BATCH0277,K025
PL_BULK_1079,B_BATCH0123,K005
PL_BULK_1080,B_BATCH0001,K014
PL_BULK_1081,B_BATCH0010,K008
PL_BULK_1082,B_BATCH0275,K012
PL_BULK_1083,B_BATCH0323,K023
PL_BULK_1084,B_BATCH0002,K011
PL_BULK_1085,B_VEG9182,K025
PL_BULK_1086,B_BATCH0334,K013
PL_BULK_1087,B_BATCH0375,K024
PL_BULK_1088,B_BATCH0155,K004
PL_BULK_1089,B_BATCH0103,K017
PL_BULK_1090,B_BATCH0119,K014
PL_BULK_1091,B_BATCH0249,K002
PL_BULK_1092,B_BATCH0070,K023
PL_BULK_1093,B_BATCH0141,K003
PL_BULK_1094,B_BATCH0020,K008
PL_BULK_1095,B_BATCH0264,K014
PL_BULK_1096,B_BATCH0356,K012
PL_BULK_1097,B_BATCH0232,K024
PL_BULK_1098,B_BATCH0041,K019
PL_BULK_1099,B_BATCH0046,K017
PL_BULK_1100,B_BATCH0066,K021
PL_BULK_1101,B_BATCH0199,K003
PL_BULK_1102,B_BATCH0301,K019
PL_BULK_1103,B_BATCH0029,K014
PL_BULK_1104,B_BATCH0337,K005
PL_BULK_1105,B_BATCH0119,K010
PL_BULK_1106,B_BATCH0131,K011
PL_BULK_1107,B_BATCH0199,K023
PL_BULK_1108,B_BATCH0374,K011
PL_BULK_1109,B_BATCH0160,K015
PL_BULK_1110,B_BATCH0137,K008
PL_BULK_1111,B_BATCH0036,K007
PL_BULK_1112,B_BATCH0067,K025
PL_BULK_1113,B_BATCH0392,K019
PL_BULK_1114,B_BATCH0053,K005
PL_BULK_1115,B_BATCH0052,K006
PL_BULK_1116,B_BATCH0228,K015
PL_BULK_1117,B_BATCH0158,K014
PL_BULK_1118,B_BATCH0059,K018
PL_BULK_1119,B_BATCH0181,K025
PL_BULK_1120,B_BATCH0104,K015
PL_BULK_1121,B_BATCH0155,K015
PL_BULK_1122,B_BATCH0133,K004
PL_BULK_1123,B_BATCH0044,K006
PL_BULK_1124,B_BATCH0349,K010
PL_BULK_1125,B_BATCH0358,K023
PL_BULK_1126,B_BATCH0306,K002
PL_BULK_1127,B_BATCH0108,K011
PL_BULK_1128,B_BATCH0073,K003
PL_BULK_1129,B_BATCH0362,K008
PL_BULK_1130,B_BATCH0180,K013
PL_BULK_1131,B_BATCH0260,K002
PL_BULK_1132,B_BATCH0344,K010
PL_BULK_1133,B_BATCH0131,K006
PL_BULK_1134,B_BATCH0013,K013
PL_BULK_1135,B_BATCH0229,K018
PL_BULK_1136,B_BATCH0381,K018
PL_BULK_1137,B_BATCH0125,K004
PL_BULK_1138,B_BATCH0234,K004
PL_BULK_1139,B_BATCH0069,K004
PL_BULK_1140,B_BATCH0004,K002
PL_BULK_1141,B_BATCH0111,K005
PL_BULK_1142,B_BATCH0099,K013
PL_BULK_1143,B_BATCH0188,K022
PL_BULK_1144,B_BATCH0320,K021
PL_BULK_1145,B_BATCH0041,K019
PL_BULK_1146,B_BATCH0298,K009
PL_BULK_1147,B_BATCH0036,K001
PL_BULK_1148,B_BATCH0031,K007
PL_BULK_1149,B_BATCH0328,K015
PL_BULK_1150,B_BATCH0063,K003
PL_BULK_1151,B_BATCH0167,K004
PL_BULK_1152,B_BATCH0019,K015
PL_BULK_1153,B_BATCH0023,K006
PL_BULK_1154,B_BATCH0291,K014
PL_BULK_1155,B_BATCH0368,K013
PL_BULK_1156,B_BATCH0252,K001
PL_BULK_1157,B_BATCH0193,K022
PL_BULK_1158,B_BATCH0216,K006
PL_BULK_1159,B_BATCH0179,K007
PL_BULK_1160,B_BATCH0093,K009
PL_BULK_1161,B_BATCH0141,K015
PL_BULK_1162,B_BATCH0074,K002
PL_BULK_1163,B_BATCH0312,K020
PL_BULK_1164,B_BATCH0313,K008
PL_BULK_1165,B_BATCH0329,K010
PL_BULK_1166,B_BATCH0253,K014
PL_BULK_1167,B_BATCH0279,K016
PL_BULK_1168,B_BATCH0029,K003
PL_BULK_1169,B_BATCH0141,K013
PL_BULK_1170,B_BATCH0068,K014
PL_BULK_1171,B_BATCH0100,K021
PL_BULK_1172,B_BATCH0267,K008
PL_BULK_1173,B_BATCH0320,K018
PL_BULK_1174,B_BATCH0007,K013
PL_BULK_1175,B_BATCH0363,K012
PL_BULK_1176,B_BATCH0243,K018
PL_BULK_1177,B_BATCH0246,K012
PL_BULK_1178,B_BATCH0287,K017
PL_BULK_1179,B_BATCH0162,K013
PL_BULK_1180,B_BATCH0136,K006
PL_BULK_1181,B_BATCH0011,K011
PL_BULK_1182,B_BATCH0303,K008
PL_BULK_1183,B_BATCH0013,K025
PL_BULK_1184,B_BATCH0141,K002
PL_BULK_1185,B_BATCH0239,K017
PL_BULK_1186,B_BATCH0181,K025
PL_BULK_1187,B_BATCH0297,K008
PL_BULK_1188,B_BATCH0079,K004
PL_BULK_1189,B_BATCH0124,K022
PL_BULK_1190,B_BATCH0121,K009
PL_BULK_1191,B_BATCH0271,K024
PL_BULK_1192,B_BATCH0026,K025
PL_BULK_1193,B_BATCH0110,K019
PL_BULK_1194,B_BATCH0196,K012
PL_BULK_1195,B_BATCH0086,K006
PL_BULK_1196,B_BATCH0119,K019
PL_BULK_1197,B_BATCH0160,K024
PL_BULK_1198,B_BATCH0355,K012
PL_BULK_1199,B_BATCH0300,K001
PL_BULK_1200,B_BATCH0358,K023
PL_BULK_1201,B_BATCH0178,K019
PL_BULK_1202,B_BATCH0286,K005
PL_BULK_1203,B_BATCH0286,K007
PL_BULK_1204,B_BATCH0250,K018
PL_BULK_1205,B_BATCH0156,K006
PL_BULK_1206,B_BATCH0249,K002
PL_BULK_1207,B_BATCH0044,K002
PL_BULK_1208,B_BATCH0117,K020
PL_BULK_1209,B_BATCH0110,K001
PL_BULK_1210,B_BATCH0267,K016
PL_BULK_1211,B_VEG9182,K011
PL_BULK_1212,B_BATCH0312,K007
PL_BULK_1213,B_BATCH0064,K011
PL_BULK_1214,B_BATCH0365,K006
PL_BULK_1215,B_BATCH0163,K002
PL_BULK_1216,B_BATCH0009,K005
PL_BULK_1217,B_BATCH0298,K023
PL_BULK_1218,B_BATCH0070,K025
PL_BULK_1219,B_BATCH0054,K017
PL_BULK_1220,B_BATCH0184,K003
PL_BULK_1221,B_BATCH0189,K023
PL_BULK_1222,B_BATCH0337,K013
PL_BULK_1223,B_BATCH0298,K004
PL_BULK_1224,B_BATCH0170,K010
PL_BULK_1225,B_BATCH0163,K005
PL_BULK_1226,B_BATCH0078,K024
PL_BULK_1227,B_BATCH0221,K021
PL_BULK_1228,B_BATCH0247,K021
PL_BULK_1229,B_BATCH0160,K006
PL_BULK_1230,B_BATCH0360,K018
PL_BULK_1231,B_BATCH0353,K020
PL_BULK_1232,B_BATCH0180,K008
PL_BULK_1233,B_BATCH0338,K019
PL_BULK_1234,B_BATCH0087,K013
PL_BULK_1235,B_BATCH0155,K024
PL_BULK_1236,B_BATCH0350,K010
PL_BULK_1237,B_BATCH0063,K006
PL_BULK_1238,B_BATCH0371,K001
PL_BULK_1239,B_BATCH0357,K019
PL_BULK_1240,B_BATCH0198,K025
PL_BULK_1241,B_BATCH0288,K002
PL_BULK_1242,B_BATCH0091,K020
